,ID,PDF saved,Document Link,Franchisor,Name of Franchise,Document Type,Year,File Number,Notes,Received Date,Added On
478,PDF0478,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={5920D82E-B4A5-4A9C-AE5C-0644E1DECAF2},"Eileen's Colossal Cookies Franchising, Inc.",Eileen's Colossal Cookies,Disclosure Form,2017,7180, ,03/14/2017,04/21/2017
479,PDF0479,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={2B326AC8-A55C-4D47-AE8F-2DAA19D4F4FA},"Eileen's Colossal Cookies Franchising, Inc.",Eileen's Colossal Cookies,Disclosure Form,2017,7180,,03/14/2017,04/21/2017
480,PDF0480,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={B0E11C63-0000-C175-8CCA-829D756DB2C3},"Eileen's Colossal Cookies Franchising, Inc.",Eileen's Colossal Cookies,Disclosure Form,2018,7180,Blacklined FDD,4/4/2018,5/1/2018
481,PDF0481,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={B0E11C63-0000-C63B-989B-B89114B2E0C3},"Eileen's Colossal Cookies Franchising, Inc.",Eileen's Colossal Cookies,Disclosure Form,2018,7180,Clean FDD,4/4/2018,5/1/2018
482,PDF0482,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={76F1F295-9F27-467D-A984-A32FE098EC0E},"KLJ Enterprises, LLC",Maid Right of Minneapolis,Disclosure Form,2015,7199,Amended FDD,04/15/2016,5/4/2016
483,PDF0483,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={12522A5F-C157-494C-964B-B78B40649676},"Suite Management Franchising, LLC",My Salon Suite,Disclosure Form,2016,7206,Blackline FDD,4/11/2016,5/4/2016
484,PDF0484,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={017AACC3-21F2-4B01-AE01-A710C118A0E0},"Suite Management Franchising, LLC",My Salon Suite,Disclosure Form,2016,7206,Clean FDD,4/11/2016,5/4/2016
485,PDF0485,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={B39FD58A-0CBD-41B5-9D2D-96DBADF020CB},"Suite Management Franchising, LLC",My Salon Suite,Disclosure Form,2017,7206,CLean,03/29/2017,04/27/2017
486,PDF0486,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={7ABFC3F3-786A-48B6-A065-7C5B4A724DFC},"Suite Management Franchising, LLC",My Salon Suite,Disclosure Form,2017,7206,Blackline,03/29/2017,04/27/2017
487,PDF0487,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={18CA701E-6342-478C-9D43-5F7BE6A6087F},"LifeSpring In-Home Care Network, L.L.C.",LifeSpring In-Home Care Network,Disclosure Form,2014,7207,FDD,04/25/2014,04/29/2014
488,PDF0488,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={C8FD9EA8-6F91-4A9B-B579-176DFFC7CE81},"LifeSpring In-Home Care Network, L.L.C.",LifeSpring In-Home Care Network,Disclosure Form,2014,7207,FDD Redline,04/25/2014,04/29/2014
489,PDF0489,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={7D12CD27-45DE-4DA6-8B1D-C71FED917EC9},Goldfish Swim School Franchising LLC,Goldfish Swim School,Disclosure Form,2016,7208, ,04/26/2016,05/16/2016
490,PDF0490,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={20F96179-0000-CE36-95B7-2CE2ECF08F72},"Goldfish Swim School Franchising, LLC",Goldfish Swim School,Disclosure Form,2021,7208,,04/14/2021,5/12/2021
491,PDF0491,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={B0902973-0000-C7C7-AD59-13FB646F44BF},"Goliathtech, Inc.","Goliathtech, Inc.",Disclosure Form,2020,7252,BLACKLINED FDD,05/14/2020,7/7/2020
492,PDF0492,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={FFE4D50F-2767-4FB6-ABBC-D402E135FEC7},"ReBath, LLC",Re-Bath,Disclosure Form,2014,7258, ,04/30/2014,03/31/2015
493,PDF0493,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={ACD6424A-627A-4214-A9C9-87E28717E714},"5 Day Kitchens, LLC",5 Day Kitchens,Disclosure Form,2014,7261,,04/30/2014,03/31/2015
494,PDF0494,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={DB176C44-A689-44D7-AC91-F02318A0DFDF},"Lexington Franchising, Inc.",Lexington,Disclosure Form,2014,7274,Order Amending Registration,10/29/2014,11/7/2014
495,PDF0495,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={C656F42B-D631-4826-B7B9-8982FC3622AF},"Lexington Franchising, Inc.",Lexington,Disclosure Form,2014,7274,Receipt,10/29/2014,11/7/2014
496,PDF0496,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={86E8E7B5-0EFD-4A2E-B91D-ADAA41D25F15},"Lexington Franchising, Inc.",Lexington,Disclosure Form,2014,7274,,10/29/2014,11/7/2014
497,PDF0497,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={CF292AF8-797F-416F-9EB5-90511CF4907A},"Fyzical, LLC",Fyzical,Disclosure Form,2017,7292,clean copy,03/15/2017,04/24/2017
498,PDF0498,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={EB854A4E-C715-4F51-BA15-AC16EF84D814},"Fyzical, LLC",Fyzical,Disclosure Form,2017,7292,Redline,03/15/2017,04/24/2017
499,PDF0499,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={E2CAAC8E-2EAB-4959-813F-05D2573C7358},Cartridge World Midwest Services LLC,Cartridge World,Disclosure Form,2013,7309,"Financials, Addenda, Addl Documents",02/18/2014,09/22/2014
500,PDF0500,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={83221EA9-CE54-493F-B824-2C4B489EA1BA},Cartridge World Midwest Services LLC,Cartridge World,Disclosure Form,2013,7309,Franchise Application,02/18/2014,09/22/2014
501,PDF0501,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={0AAC2733-2B36-4BE9-B710-8EE66DDCD5ED},Cartridge World Midwest Services LLC,Cartridge World,Disclosure Form,2013,7309,FDD,02/18/2014,09/22/2014
502,PDF0502,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={6DBC6E79-0FF3-45EA-BCA5-CD72094D5326},"DURACLEAN INTERNATIONAL, INC.",FLEX,Disclosure Form,2016,7318,,03/28/2016,4/6/2016
503,PDF0503,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={7AEEC056-2E58-4182-9447-6AC139C9DFDC},ALIGNLIFE SYSTEMS LLC,ALIGNLIFE F/A,Disclosure Form,2014,7323,,,05/21/2014
504,PDF0504,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={2CE310CC-D501-483C-B9B1-2250CCF8574E},,PERSONA PIZZA HOLDINGS LLC,Disclosure Form,2016,7324,FDD Markup,04/29/2016,05/20/2016
505,PDF0505,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={B3726E92-91A7-42CD-947D-ED3059963ED5},,PERSONA PIZZA HOLDINGS LLC,Disclosure Form,2016,7324,FDD Clean,04/29/2016,05/20/2016
506,PDF0506,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={BBF8F44B-B38E-4CE1-B28C-B1B733C9ADA6},Multivista Systems LLC,Multivista,Disclosure Form,2015,7336,2015 FDD Marked,03/25/2015,04/14/2015
507,PDF0507,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={7EA2D7A1-6789-445B-9310-BCA289BF0712},Multivista Systems LLC,Multivista,Disclosure Form,2015,7336,2015 FDD ,03/25/2015,04/14/2015
508,PDF0508,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={D1B234A5-3AC0-4F0A-97B9-431987A46164},Multivista Systems LLC,Multivista,Disclosure Form,2016,7336,FDD-Marked,04/26/2016,5/3/2016
509,PDF0509,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={B7D466FF-C9B8-4F0F-96AC-576A2006D0EA},Multivista Systems LLC,Multivista,Disclosure Form,2016,7336,FDD-Clean,04/26/2016,5/3/2016
510,PDF0510,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={C0137463-0000-C0AF-ACC2-74D30AB93CFF},Multivista Sytems LLC,Multivista,Disclosure Form,2018,7336,,04/26/2018,05/18/2018
511,PDF0511,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={C0137463-0000-CC6E-A5F4-A88FCE6C9A99},Multivista Sytems LLC,Multivista,Disclosure Form,2018,7336,,04/26/2018,05/18/2018
512,PDF0512,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={60F0EC72-0000-C4BC-B50A-EE606E0A6E24},Multivista Systems LLC,Multivista,Disclosure Form,2020,7336,,04/30/2020,06/25/2020
513,PDF0513,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={60F0EC72-0000-C216-8861-F7853A44667C},Multivista Systems LLC,Multivista,Disclosure Form,2020,7336,Marked FDD,04/30/2020,06/25/2020
514,PDF0514,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={00633D79-0000-C285-A5F2-3EC2A8E94EF2},Hissho,Hissho,Disclosure Form,2021,7344,Marked FDD,4/9/2021,5/5/2021
515,PDF0515,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={00633D79-0000-C364-A8ED-A4B8BF3863FF},Hissho,Hissho,Disclosure Form,2021,7344,2021 Hissho Sushi FDD (Clean),4/9/2021,5/5/2021
516,PDF0516,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={88FFAF61-1131-45B9-BDD0-0620DE014A52},"SH Franchising, LLC",Senior Helpers,Disclosure Form,2016,7348,,04/19/2016,05/17/2016
517,PDF0517,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={745B4778-A8DD-4E90-A7D8-1929DB27463C},"Watermill Express Franchising, LLC",Watermill Express,Disclosure Form,2016,7356,Clean FDD,04/14/2016,05/24/2016
518,PDF0518,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={E0653573-0100-C133-81EE-27A8B7FE9C99},Christian Brothers Automotive Corporation,Christian Brothers Automotive,Disclosure Form,2020,7361,REDLINED FDD,04/21/2020,7/9/2020
519,PDF0519,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={E0653573-0000-C3FC-B51E-DC6D133A807F},Christian Brothers Automotive Corporation,Christian Brothers Automotive,Disclosure Form,2020,7361,CLEAN FDD,04/21/2020,7/9/2020
520,PDF0520,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={D6BBFA49-AB6C-4F59-8D16-7E62A60D4E07},"The C12 Group, LLC","The C12 Group, LLC",Disclosure Form,2014,7372,C12 Group FDD,04/30/2014,06/30/2014
521,PDF0521,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={DAC11DFC-BBE0-4EC7-8D6A-9C52655EBF7E},"ZO Skin Health Group, LLC",ZO Skin Centre,Disclosure Form,2016,7390,Blackline FDD,04/29/2016,05/16/2016
522,PDF0522,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={0BA685AE-71FD-4B35-B506-D1758B6E416A},"ZO Skin Health Group, LLC",ZO Skin Centre,Disclosure Form,2016,7390,Clean FDD,04/29/2016,05/16/2016
523,PDF0523,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={9E734BCB-E494-416E-AA56-6588BF7AC4BF},"Ultimate Fitness Group, LLC",OrangeTheory Unit,Disclosure Form,2017,7402,Redline FDD  ,04/18/2017,05/22/2017
524,PDF0524,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={0C701FF9-2567-4924-BB1B-121140BB1625},Smile Source L.P.,Smile Source,Disclosure Form,2016,7420,,4/6/2016,05/24/2016
525,PDF0525,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={BE8303B2-71E3-4004-B355-CC0ACA46766F},Smile Source L.P.,Smile Source,Disclosure Form,2016,7420,,4/6/2016,05/24/2016
526,PDF0526,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={1A9FB342-7A74-4CF5-8A8E-722F01303F2F},Smile Source L.P.,Smile Source,Disclosure Form,2017,7420,Blackline Version,4/3/2017,04/28/2017
527,PDF0527,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={80D1DD72-0000-C6D6-AE4A-BDC2A7CC0B7A},Smile Source L.P.,Smile Source,Disclosure Form,2020,7420,,04/27/2020,06/22/2020
528,PDF0528,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={80D1DD72-0000-CD3D-A487-A550A8162E11},Smile Source L.P.,Smile Source,Disclosure Form,2020,7420,,04/27/2020,06/22/2020
529,PDF0529,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={BBA77978-22A1-432E-9C12-912C2B5C0CCF},The Cornwell Quality Tools Company,Cornwell,Disclosure Form,2014,7425,Consent of Accountant,04/16/2014,08/21/2014
530,PDF0530,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={0E40FFA6-11F8-499A-ABDE-CA4F471482A8},The Cornwell Quality Tools Company,Cornwell,Disclosure Form,2014,7425,Exhibits to FDD,04/16/2014,08/21/2014
531,PDF0531,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={280C412F-850C-48DB-BF65-37D566FC67E8},The Cornwell Quality Tools Company,Cornwell,Disclosure Form,2014,7425,Franchise Disclosure Document,04/16/2014,08/21/2014
532,PDF0532,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={278C9D4E-4C8F-4859-AA28-51462807DE6B},The Cornwell Quality Tools Company,Cornwell,Disclosure Form,2014,7425,Uniform Consent to Service of Process,04/16/2014,08/21/2014
533,PDF0533,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={53E49B0B-8899-4044-BC44-08D3CBEFE952},The Cornwell Quality Tools Company,Cornwell,Disclosure Form,2014,7425,Franchisors Costs and Sources of Funds,04/16/2014,08/21/2014
534,PDF0534,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={ADF9B08D-24AF-43C0-AC52-64DB1B325B03},Furniture Medic Limited Partnership,Furniture Medic Limited Partnership,Disclosure Form,2016,7440,,4/8/2016,05/24/2016
535,PDF0535,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={58FC40DF-A7AC-4147-872B-8831CA90CED7},Furniture Medic Limited Partnership,Furniture Medic Limited Partnership,Disclosure Form,2016,7440,,4/8/2016,05/24/2016
536,PDF0536,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={B99099E3-679C-4F88-9D23-9FEDA32D1347},Furniture Medic Limited Partnership,Furniture Medic,Disclosure Form,2017,7440,Clean FDD,4/11/2017,5/9/2017
537,PDF0537,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={17BBFCDA-915A-41EF-87C9-E74AA5A28E16},AmeriSpec L.L.C.,AmeriSpec,Disclosure Form,2016,7441,Certification,10/14/2016,11/7/2016
538,PDF0538,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={AB91FEC1-C77C-48B7-800C-3E4608B1F0D3},AmeriSpec L.L.C.,AmeriSpec,Disclosure Form,2016,7441,Consent to Service of Process,10/14/2016,11/7/2016
539,PDF0539,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={03DEFAA0-EBF6-4F71-8583-ACA11BE633AE},KID TO KID FRANCHISE SYSTEM INC,KID TO KID F/A,Disclosure Form,2015,7447,,,9/2/2015
540,PDF0540,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={4CD0F800-4808-48A8-B1E0-D8891C1F047D},ServiceMaster Residential/Commercial Services L.P.,ServiceMaster Clean,Disclosure Form,2017,7462,Clean FDD,04/14/2017,05/23/2017
541,PDF0541,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={3425B381-8EBC-4845-AFED-F50A6E93EB54},"Chick-fil-A, Inc.",Chick-fil-A Operator Program,Disclosure Form,2016,7464,Cost and Source of Funds,04/19/2016,05/16/2016
542,PDF0542,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={540B268B-EF6A-41F2-BED5-FF68923772C9},"Chick-fil-A, Inc.",Chick-fil-A Operator Program,Disclosure Form,2016,7464,FDD Clean,04/19/2016,05/16/2016
543,PDF0543,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={0D260DB2-D814-413F-962F-76E9E26C25B9},"Chick-fil-A, Inc.",Chick-fil-A Operator Program,Disclosure Form,2016,7464,FDD Redline,04/19/2016,05/16/2016
544,PDF0544,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={17342FFF-3141-4D48-BAEF-F11D9D0A9077},"Chick-fil-A, Inc.",Chick-fil-A Operator Program,Disclosure Form,2016,7464,MN Application,04/19/2016,05/16/2016
545,PDF0545,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={9D5C3424-30C5-46EA-986E-FAD8E3780FCF},"Chick-fil-A, Inc.",Chick-fil-A Operator Program,Disclosure Form,2016,7464,Accountant Consent,04/19/2016,05/16/2016
546,PDF0546,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={A05BDE73-0000-CD5C-8555-E4EBF12A1EB7},"Body and Brain Center, LLC",Body and Brain,Disclosure Form,2020,7465,,4/3/2020,8/11/2020
547,PDF0547,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={C059DE73-0000-C476-84A3-D14CA1C3E538},"Body and Brain Center, LLC",Body and Brain,Disclosure Form,2020,7465,FDD Changed Pages,5/12/2020,8/11/2020
548,PDF0548,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={9986A5E4-0931-4FB7-9C99-7BCC9CEB4E25},"Salon Professional Education Company, LLC",The Salon Professional Academy,Disclosure Form,2014,7474, FDD,08/27/2014,09/17/2014
549,PDF0549,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={5F222278-DD75-41EB-84D2-FB9C090C6D41},"Salon Professional Education Company, LLC","Salon Professional Education Company, LLC",Disclosure Form,2015,7474,,03/31/2015,4/10/2015
550,PDF0550,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={5F2DCAE5-1F54-4BE0-BB50-08A7C9B7CAA4},"Salon Professional Education Company, LLC","Salon Professional Education Company, LLC",Disclosure Form,2015,7474,,03/31/2015,4/10/2015
551,PDF0551,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={541492F0-F2E4-4DBC-9645-807E67DC8DA1},"Salon Professional Education COmpany, LLC","Salon Professional Education COmpany, LLC",Disclosure Form,2016,7474,Lined,04/21/2016,05/16/2016
552,PDF0552,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={5507C5EE-C249-46D2-AA53-C036D3E5B7AA},"Salon Professional Education COmpany, LLC","Salon Professional Education COmpany, LLC",Disclosure Form,2016,7474,Clean,04/21/2016,05/16/2016
553,PDF0553,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={ED34C5FA-78D0-42C7-BF50-B3225292C2DB},"Salon Professional Education COmpany, LLC","Salon Professional Education COmpany, LLC",Disclosure Form,2016,7474,Lined,04/21/2016,05/16/2016
554,PDF0554,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={8EAFEBA0-8E11-4451-956B-4CEFA8A9989B},"Salon Professional Education COmpany, LLC","Salon Professional Education COmpany, LLC",Disclosure Form,2017,7474,Lined FDD,04/26/2017,6/5/2017
555,PDF0555,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={F0C54463-0000-CF37-8142-C5CCF24BCDA2},"Salon Professional Education Company, LLC",Salon Professional Education Company,Disclosure Form,2018,7474,Clean FDD,04/19/2018,5/9/2018
556,PDF0556,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={4810D446-1DCF-43F5-A332-E8D7271FE525},"IKOR International, Inc.",IKOR,Disclosure Form,2016,7480,Clean,03/30/2016,05/24/2016
557,PDF0557,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={018F3524-98A7-4E8E-8C7C-FC3BA2F184B2},"IKOR International, Inc.",IKOR,Disclosure Form,2016,7480,Blacklined,03/30/2016,05/24/2016
558,PDF0558,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={90951166-0000-CE4D-A525-F88C934FAA0E},"IKOR International, LLC",IKOR,Disclosure Form,2018,7480,OK,4/5/2018,09/25/2018
559,PDF0559,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={80951166-0000-C73F-9988-DD2AF1F5C0B1},"IKOR International, LLC",IKOR,Disclosure Form,2018,7480,Clean 2018 FDD with Exhibits,4/5/2018,09/25/2018
560,PDF0560,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={10A1FD62-0000-CAA6-B9C5-9CA1C09A37D2},"Right at Home, LLC",Right at Home,Disclosure Form,2018,7480,AR Blackline 2018 FDD with exhibits,4/5/2018,04/25/2018
561,PDF0561,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={00A1FD62-0000-CE99-AE2E-72CECBBF6049},"Right at Home, LLC",Right at Home,Disclosure Form,2018,7480,AR Clean 2018 FDD with exhibits,4/5/2018,04/25/2018
562,PDF0562,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={E092FD62-0000-C79A-B629-745867C532BF},"Right at Home, LLC",Right at Home,Disclosure Form,2018,7480,AR Clean 2018 FDD with exhibits,4/5/2018,04/25/2018
563,PDF0563,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={D092FD62-0000-C913-85B8-123E2B84DDF4},"Right at Home, LLC",Right at Home,Disclosure Form,2018,7480,AR Blackline 2018 FDD with exhibits,4/5/2018,04/25/2018
564,PDF0564,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={707DFD62-0000-CCC2-A776-3E7C4171CCBD},"Right at Home, LLC",Right at Home,Disclosure Form,2018,7480,AR Clean 2018 FDD with exhibits,4/5/2018,04/25/2018
565,PDF0565,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={607DFD62-0000-CD5F-8652-C948B3838E90},"Right at Home, LLC",Right at Home,Disclosure Form,2018,7480,AR Blackline 2018 FDD with exhibits,4/5/2018,04/25/2018
566,PDF0566,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={A32F1029-AE2B-4BEF-9848-94EFB5B4E344},IHOP FRANCHISOR LLC,IHOP & INT'L HOUSE OF PANCAKES (FULL SERVICE) F/A,Disclosure Form,2016,7489,,,05/31/2016
567,PDF0567,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={AEB6F09A-D14F-4244-A59F-78D44A6FECF0},"Curves International, Inc.",Curves Jenny Craig,Disclosure Form,2015,7546, ,06/26/2015,7/7/2015
568,PDF0568,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={808AB91F-3456-4618-84F5-3BA79946E12F},Curves International Inc.,Curves Jenny Craig,Disclosure Form,2015,7546, ,05/15/2015,05/20/2015
569,PDF0569,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={7DB7C849-403B-4D36-8123-470E1CA9F5F2},"Curves International, Inc.",Curves Jenny Craig,Disclosure Form,2016,7546, ,4/12/2016,05/24/2016
570,PDF0570,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={CC0E7635-CCAC-42F0-8B1D-DF19BEC0A166},Curves International Inc.,Curves Jenny Craig,Disclosure Form,2017,7546, Blacklined FDD,04/18/2017,6/5/2017
571,PDF0571,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={663B3805-C3C4-4ED3-82FC-8F4006B8B610},Curves International Inc.,Curves Jenny Craig,Disclosure Form,2017,7546,Deficiency Response,04/18/2017,6/5/2017
572,PDF0572,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={D07E0FDF-6180-473E-A3B2-CBAE612F6491},"Glo Patrol, LLC",Glo Patrol,Disclosure Form,2015,7572, ,02/19/2015,04/22/2015
573,PDF0573,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={82C56BFF-8FF4-4B63-A2A6-23FE533D6B7F},"Experimac Franchising, LLC",Experimac,Disclosure Form,2017,7578,Clean FDD ,02/27/2017,03/22/2017
574,PDF0574,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={F89F12B6-75CF-4005-AFBF-4D2323347F2D},"Experimac Franchising, LLC",Experimac,Disclosure Form,2017,7578,Blacklined FDD ,02/27/2017,03/22/2017
575,PDF0575,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={0CD23183-6FA6-4F20-98C6-4430EF4802FD},"Delectus, Ltd.",ReDefy,Disclosure Form,2015,7586,Franchise Disclosure Document,03/20/2015,03/31/2015
576,PDF0576,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={58A152E3-5066-4BDE-8FE0-F4E7CD50363A},"Frenchies, LLC",Frenchies,Disclosure Form,2017,7628,FDD marked,04/28/2017,06/15/2017
577,PDF0577,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={D0AC7A72-0000-C376-9646-48502D8F348A},"Totally Nutz Franchise, LLC",Totally Nutz,Disclosure Form,2020,7650,BLACKLINED FDD,04/16/2020,6/3/2020
578,PDF0578,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={D0AC7A72-0000-C455-906E-55BA5879479B},"Totally Nutz Franchise, LLC",Totally Nutz,Disclosure Form,2020,7650,CLEAN FDD,04/16/2020,6/3/2020
579,PDF0579,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={6A5D1124-8528-48D7-AFE5-B03D54C0B030},"LunchBOX Franchise, LLC",LunchBOX A WAXING SALON,Disclosure Form,2015,7655,,11/25/2015,12/14/2015
580,PDF0580,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={DFB4BACC-6117-42BE-AAD0-182A18D342C0},"LunchBOX Franchise, LLC",LunchBOX A WAXING SALON,Disclosure Form,2015,7655, ,11/25/2015,12/14/2015
581,PDF0581,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={DCB7363D-4E7D-4BFE-831D-10C7B32257A2},"Plan Ahead Events, Inc.",Plan Ahead Events,Disclosure Form,2015,7668,,9/8/2015,09/14/2015
582,PDF0582,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={741443A1-4AFA-45F6-A4B2-84176CD56828},"Servpro Industries, Inc.",SERVPRO,Disclosure Form,2016,7678,2016 Blackline FDD,03/30/2016,05/24/2016
583,PDF0583,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={2D5A0321-2B44-4468-8A71-5E1C097C6B83},"Servpro Industries, Inc.",SERVPRO,Disclosure Form,2017,7678,Marked FDD,4/5/2017,5/2/2017
584,PDF0584,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={A059A87B-0000-C32F-A1EA-3B43A0D7B754},"LaVida Massage Franchise Development, Inc.",LaVida Massage,Disclosure Form,2021,7696,,05/26/2021,9/2/2021
585,PDF0585,-,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={9059A87B-0000-CA43-806E-8480EA555F05},"LaVida Massage Franchise Development, Inc.",LaVida Massage,Disclosure Form,2021,7696,,05/26/2021,9/2/2021
